Assay	BiosampleID	FileFormat	OutputType	FileName	LibraryID
CAGE	10798-110I6	bam	alignments	teratocarcinoma%20cell%20line%3aNCR-G1.CNhs11884.10798-110I6	CNhs11884
CAGE	10800-110I8	bam	alignments	small%20cell%20cervical%20cancer%20cell%20line%3aHCSC-1.CNhs11885.10800-110I8	CNhs11885
CAGE	10801-110I9	bam	alignments	chronic%20myeloblastic%20leukemia%20%28CML%29%20cell%20line%3aKCL-22.CNhs11886.10801-110I9	CNhs11886
CAGE	10802-111A1	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M7%29%20cell%20line%3aMKPL-1.CNhs11888.10802-111A1	CNhs11888
CAGE	10803-111A2	bam	alignments	thymic%20carcinoma%20cell%20line%3aTy-82.CNhs14139.10803-111A2	CNhs14139
CAGE	10805-111A4	bam	alignments	anaplastic%20squamous%20cell%20carcinoma%20cell%20line%3aRPMI%202650.CNhs11889.10805-111A4	CNhs11889
CAGE	10807-111A6	bam	alignments	teratocarcinoma%20cell%20line%3aPA-1.CNhs11890.10807-111A6	CNhs11890
CAGE	10808-111A7	bam	alignments	hereditary%20spherocytic%20anemia%20cell%20line%3aWIL2-NS.CNhs11891.10808-111A7	CNhs11891
CAGE	10809-111A8	bam	alignments	Wilms%27%20tumor%20cell%20line%3aG-401.CNhs11892.10809-111A8	CNhs11892
CAGE	10810-111A9	bam	alignments	adrenal%20cortex%20adenocarcinoma%20cell%20line%3aSW-13.CNhs11893.10810-111A9	CNhs11893
CAGE	10812-111B2	bam	alignments	normal%20intestinal%20epithelial%20cell%20line%3aFHs%2074%20Int.CNhs11950.10812-111B2	CNhs11950
CAGE	10813-111B3	bam	alignments	normal%20embryonic%20palatal%20mesenchymal%20cell%20line%3aHEPM.CNhs11894.10813-111B3	CNhs11894
CAGE	10815-111B5	bam	alignments	epitheloid%20carcinoma%20cell%20line%3a%20HelaS3%20ENCODE%2c%20biol_rep1.CNhs12325.10815-111B5	CNhs12325
CAGE	10816-111B6	bam	alignments	epitheloid%20carcinoma%20cell%20line%3a%20HelaS3%20ENCODE%2c%20biol_rep2.CNhs12326.10816-111B6	CNhs12326
CAGE	10817-111B7	bam	alignments	epitheloid%20carcinoma%20cell%20line%3a%20HelaS3%20ENCODE%2c%20biol_rep3.CNhs12327.10817-111B7	CNhs12327
CAGE	10818-111B8	bam	alignments	hepatocellular%20carcinoma%20cell%20line%3a%20HepG2%20ENCODE%2c%20biol_rep1.CNhs12328.10818-111B8	CNhs12328
CAGE	10819-111B9	bam	alignments	hepatocellular%20carcinoma%20cell%20line%3a%20HepG2%20ENCODE%2c%20biol_rep2.CNhs12329.10819-111B9	CNhs12329
CAGE	10820-111C1	bam	alignments	hepatocellular%20carcinoma%20cell%20line%3a%20HepG2%20ENCODE%2c%20biol_rep3.CNhs12330.10820-111C1	CNhs12330
CAGE	10821-111C2	bam	alignments	B%20lymphoblastoid%20cell%20line%3a%20GM12878%20ENCODE%2c%20biol_rep1.CNhs12331.10821-111C2	CNhs12331
CAGE	10822-111C3	bam	alignments	B%20lymphoblastoid%20cell%20line%3a%20GM12878%20ENCODE%2c%20biol_rep2.CNhs12332.10822-111C3	CNhs12332
CAGE	10823-111C4	bam	alignments	B%20lymphoblastoid%20cell%20line%3a%20GM12878%20ENCODE%2c%20biol_rep3.CNhs12333.10823-111C4	CNhs12333
CAGE	10824-111C5	bam	alignments	chronic%20myelogenous%20leukemia%20cell%20line%3aK562%20ENCODE%2c%20biol_rep1.CNhs12334.10824-111C5	CNhs12334
CAGE	10825-111C6	bam	alignments	chronic%20myelogenous%20leukemia%20cell%20line%3aK562%20ENCODE%2c%20biol_rep2.CNhs12335.10825-111C6	CNhs12335
CAGE	10826-111C7	bam	alignments	chronic%20myelogenous%20leukemia%20cell%20line%3aK562%20ENCODE%2c%20biol_rep3.CNhs12336.10826-111C7	CNhs12336
CAGE	10827-111C8	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M0%29%20cell%20line%3aKG-1.CNhs13053.10827-111C8	CNhs13053
CAGE	10828-111C9	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M1%29%20cell%20line%3aHYT-1.CNhs13054.10828-111C9	CNhs13054
CAGE	10829-111D1	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M3%29%20cell%20line%3aHL60.CNhs13055.10829-111D1	CNhs13055
CAGE	10830-111D2	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M4%29%20cell%20line%3aFKH-1.CNhs13503.10830-111D2	CNhs13503
CAGE	10831-111D3	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M4%29%20cell%20line%3aHNT-34.CNhs13504.10831-111D3	CNhs13504
CAGE	10832-111D4	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M4eo%29%20cell%20line%3aEoL-1.CNhs13056.10832-111D4	CNhs13056
CAGE	10833-111D5	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M4eo%29%20cell%20line%3aEoL-3.CNhs13057.10833-111D5	CNhs13057
CAGE	10834-111D6	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aU-937%20DE-4.CNhs13058.10834-111D6	CNhs13058
CAGE	10835-111D7	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M6%29%20cell%20line%3aEEB.CNhs13059.10835-111D7	CNhs13059
CAGE	10836-111D8	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M6%29%20cell%20line%3aF-36E.CNhs13060.10836-111D8	CNhs13060
CAGE	10837-111D9	bam	alignments	acute%20myeloid%20leukemia%20%28FAB%20M6%29%20cell%20line%3aF-36P.CNhs13505.10837-111D9	CNhs13505
CAGE	10838-111E1	bam	alignments	medulloblastoma%20cell%20line%3aD283%20Med.CNhs12805.10838-111E1	CNhs12805
CAGE	10839-111E2	bam	alignments	large%20cell%20lung%20carcinoma%20cell%20line%3aNCI-H460.CNhs12806.10839-111E2	CNhs12806
CAGE	10840-111E3	bam	alignments	plasma%20cell%20leukemia%20cell%20line%3aARH-77.CNhs12807.10840-111E3	CNhs12807
CAGE	10841-111E4	bam	alignments	small%20cell%20lung%20carcinoma%20cell%20line%3aDMS%20144.CNhs12808.10841-111E4	CNhs12808
CAGE	10842-111E5	bam	alignments	small%20cell%20lung%20carcinoma%20cell%20line%3aNCI-H82.CNhs12809.10842-111E5	CNhs12809
CAGE	10843-111E6	bam	alignments	merkel%20cell%20carcinoma%20cell%20line%3aMKL-1.CNhs12838.10843-111E6	CNhs12838
CAGE	10844-111E7	bam	alignments	merkel%20cell%20carcinoma%20cell%20line%3aMS-1.CNhs12839.10844-111E7	CNhs12839
CAGE	10845-111E8	bam	alignments	mesothelioma%20cell%20line%3aNCI-H28.CNhs13061.10845-111E8	CNhs13061
CAGE	10846-111E9	bam	alignments	mesothelioma%20cell%20line%3aNCI-H226.CNhs13062.10846-111E9	CNhs13062
CAGE	10847-111F1	bam	alignments	mesothelioma%20cell%20line%3aNCI-H2052.CNhs13063.10847-111F1	CNhs13063
CAGE	10848-111F2	bam	alignments	mesothelioma%20cell%20line%3aNCI-H2452.CNhs13064.10848-111F2	CNhs13064
CAGE	10849-111F3	bam	alignments	mesothelioma%20cell%20line%3aMero-14%2c%20tech_rep1.CNhs13065.10849-111F3	CNhs13065
CAGE	10850-111F4	bam	alignments	mesothelioma%20cell%20line%3aMero-25.CNhs13066.10850-111F4	CNhs13066
CAGE	10851-111F5	bam	alignments	mesothelioma%20cell%20line%3aMero-41.CNhs13067.10851-111F5	CNhs13067
CAGE	10852-111F6	bam	alignments	mesothelioma%20cell%20line%3aMero-48a.CNhs13068.10852-111F6	CNhs13068
CAGE	10853-111F7	bam	alignments	mesothelioma%20cell%20line%3aMero-82.CNhs13069.10853-111F7	CNhs13069
CAGE	10854-111F8	bam	alignments	mesothelioma%20cell%20line%3aMero-83.CNhs13070.10854-111F8	CNhs13070
CAGE	10855-111F9	bam	alignments	mesothelioma%20cell%20line%3aMero-84.CNhs13072.10855-111F9	CNhs13072
CAGE	10856-111G1	bam	alignments	mesothelioma%20cell%20line%3aMero-95.CNhs13073.10856-111G1	CNhs13073
CAGE	10857-111G2	bam	alignments	mesothelioma%20cell%20line%3aNo36.CNhs13074.10857-111G2	CNhs13074
CAGE	10858-111G3	bam	alignments	mesothelioma%20cell%20line%3aONE58.CNhs13075.10858-111G3	CNhs13075
CAGE	11841-124H5	bam	alignments	serous%20adenocarcinoma%20cell%20line%3aSK-OV-3-R%2c%20biol_rep1.CNhs13099.11841-124H5	CNhs13099
CAGE	11843-124H7	bam	alignments	serous%20adenocarcinoma%20cell%20line%3aSK-OV-3-R%20after%20co-culture%20with%20SOC-57-02-G%2c%20biol_rep1.CNhs13508.11843-124H7	CNhs13508
CAGE	11890-125D9	bam	alignments	Hep-2%20cells%20treated%20with%20Streptococci%20strain%205448%2c%20biol_rep1.CNhs13477.11890-125D9	CNhs13477
CAGE	11891-125E1	bam	alignments	Hep-2%20cells%20treated%20with%20Streptococci%20strain%205448%2c%20biol_rep2.CNhs13496.11891-125E1	CNhs13496
CAGE	11892-125E2	bam	alignments	Hep-2%20cells%20treated%20with%20Streptococci%20strain%205448%2c%20biol_rep3.CNhs13497.11892-125E2	CNhs13497
CAGE	11894-125E4	bam	alignments	Hep-2%20cells%20treated%20with%20Streptococci%20strain%20JRS4%2c%20biol_rep1.CNhs13478.11894-125E4	CNhs13478
CAGE	11895-125E5	bam	alignments	Hep-2%20cells%20treated%20with%20Streptococci%20strain%20JRS4%2c%20biol_rep2.CNhs13498.11895-125E5	CNhs13498
CAGE	11896-125E6	bam	alignments	Hep-2%20cells%20treated%20with%20Streptococci%20strain%20JRS4%2c%20biol_rep3.CNhs13499.11896-125E6	CNhs13499
CAGE	11898-125E8	bam	alignments	Hep-2%20cells%20mock%20treated%2c%20biol_rep1.CNhs13479.11898-125E8	CNhs13479
CAGE	11899-125E9	bam	alignments	Hep-2%20cells%20mock%20treated%2c%20biol_rep2.CNhs13500.11899-125E9	CNhs13500
CAGE	11900-125F1	bam	alignments	Hep-2%20cells%20mock%20treated%2c%20biol_rep3.CNhs13501.11900-125F1	CNhs13501
CAGE	11207-116A1	bam	alignments	Endothelial%20Cells%20-%20Aortic%2c%20donor0.CNhs10837.11207-116A1	CNhs10837
CAGE	11210-116A4	bam	alignments	Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0.CNhs10838.11210-116A4	CNhs10838
CAGE	11212-116A6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Umbilical%20artery%2c%20donor0.CNhs10839.11212-116A6	CNhs10839
CAGE	11214-116A8	bam	alignments	Mesenchymal%20stem%20cells%20-%20umbilical%2c%20donor0.CNhs12492.11214-116A8	CNhs12492
CAGE	11215-116A9	bam	alignments	Retinal%20Pigment%20Epithelial%20Cells%2c%20donor0.CNhs10842.11215-116A9	CNhs10842
CAGE	11216-116B1	bam	alignments	Urothelial%20cells%2c%20donor0.CNhs10843.11216-116B1	CNhs10843
CAGE	11217-116B2	bam	alignments	Mesenchymal%20stem%20cells%20-%20adipose%2c%20donor0.CNhs10844.11217-116B2	CNhs10844
CAGE	11218-116B3	bam	alignments	Mesenchymal%20stem%20cells%20-%20hepatic%2c%20donor0.CNhs10845.11218-116B3	CNhs10845
CAGE	11219-116B4	bam	alignments	Mesenchymal%20Stem%20Cells%20-%20Vertebral%2c%20donor1.CNhs10846.11219-116B4	CNhs10846
CAGE	11220-116B5	bam	alignments	Sebocyte%2c%20donor1.CNhs10847.11220-116B5	CNhs10847
CAGE	11221-116B6	bam	alignments	Gingival%20epithelial%20cells%2c%20donor1%20%28GEA11%29.CNhs11061.11221-116B6	CNhs11061
CAGE	11222-116B7	bam	alignments	Fibroblast%20-%20Gingival%2c%20donor4%20%28GFH2%29.CNhs10848.11222-116B7	CNhs10848
CAGE	11223-116B8	bam	alignments	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor4%20%28PL29%29.CNhs12493.11223-116B8	CNhs12493
CAGE	11224-116B9	bam	alignments	CD14%2b%20Monocytes%2c%20donor1.CNhs10852.11224-116B9	CNhs10852
CAGE	11225-116C1	bam	alignments	CD4%2b%20T%20Cells%2c%20donor1.CNhs10853.11225-116C1	CNhs10853
CAGE	11226-116C2	bam	alignments	CD8%2b%20T%20Cells%2c%20donor1.CNhs10854.11226-116C2	CNhs10854
CAGE	11227-116C3	bam	alignments	Dendritic%20Cells%20-%20monocyte%20immature%20derived%2c%20donor1%2c%20rep2.CNhs11062.11227-116C3	CNhs11062
CAGE	11228-116C4	bam	alignments	Dendritic%20Cells%20-%20plasmacytoid%2c%20donor1.CNhs10857.11228-116C4	CNhs10857
CAGE	11229-116C5	bam	alignments	CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor1.CNhs10858.11229-116C5	CNhs10858
CAGE	11230-116C6	bam	alignments	Natural%20Killer%20Cells%2c%20donor1.CNhs10859.11230-116C6	CNhs10859
CAGE	11231-116C7	bam	alignments	Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor1.CNhs10860.11231-116C7	CNhs10860
CAGE	11232-116C8	bam	alignments	Macrophage%20-%20monocyte%20derived%2c%20donor1.CNhs10861.11232-116C8	CNhs10861
CAGE	11233-116C9	bam	alignments	Neutrophils%2c%20donor1.CNhs10862.11233-116C9	CNhs10862
CAGE	11234-116D1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor1.CNhs10863.11234-116D1	CNhs10863
CAGE	11235-116D2	bam	alignments	Astrocyte%20-%20cerebral%20cortex%2c%20donor1.CNhs10864.11235-116D2	CNhs10864
CAGE	11236-116D3	bam	alignments	Endothelial%20Cells%20-%20Lymphatic%2c%20donor1.CNhs10865.11236-116D3	CNhs10865
CAGE	11237-116D4	bam	alignments	Fibroblast%20-%20Gingival%2c%20donor1.CNhs10866.11237-116D4	CNhs10866
CAGE	11238-116D5	bam	alignments	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor1.CNhs10867.11238-116D5	CNhs10867
CAGE	11239-116D6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor1.CNhs10868.11239-116D6	CNhs10868
CAGE	11240-116D7	bam	alignments	Skeletal%20Muscle%20Satellite%20Cells%2c%20donor1.CNhs10869.11240-116D7	CNhs10869
CAGE	11241-116D8	bam	alignments	Myoblast%2c%20donor1.CNhs10870.11241-116D8	CNhs10870
CAGE	11242-116D9	bam	alignments	Ciliary%20Epithelial%20Cells%2c%20donor1.CNhs10871.11242-116D9	CNhs10871
CAGE	11243-116E1	bam	alignments	Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor1.CNhs10872.11243-116E1	CNhs10872
CAGE	11245-116E3	bam	alignments	Fibroblast%20-%20Aortic%20Adventitial%2c%20donor1.CNhs10874.11245-116E3	CNhs10874
CAGE	11246-116E4	bam	alignments	Intestinal%20epithelial%20cells%20%28polarized%29%2c%20donor1.CNhs10875.11246-116E4	CNhs10875
CAGE	11247-116E5	bam	alignments	Mesothelial%20Cells%2c%20donor1.CNhs10850.11247-116E5	CNhs10850
CAGE	11248-116E6	bam	alignments	Anulus%20Pulposus%20Cell%2c%20donor1.CNhs10876.11248-116E6	CNhs10876
CAGE	11249-116E7	bam	alignments	Pancreatic%20stromal%20cells%2c%20donor1.CNhs10877.11249-116E7	CNhs10877
CAGE	11250-116E8	bam	alignments	Fibroblast%20-%20Pulmonary%20Artery%2c%20donor1.CNhs10878.11250-116E8	CNhs10878
CAGE	11251-116E9	bam	alignments	Keratinocyte%20-%20oral%2c%20donor1.CNhs10879.11251-116E9	CNhs10879
CAGE	11252-116F1	bam	alignments	Nucleus%20Pulposus%20Cell%2c%20donor1.CNhs10881.11252-116F1	CNhs10881
CAGE	11253-116F2	bam	alignments	Prostate%20Epithelial%20Cells%20%28polarized%29%2c%20donor1.CNhs10882.11253-116F2	CNhs10882
CAGE	11254-116F3	bam	alignments	Prostate%20Stromal%20Cells%2c%20donor1.CNhs10883.11254-116F3	CNhs10883
CAGE	11255-116F4	bam	alignments	Sertoli%20Cells%2c%20donor1.CNhs10851.11255-116F4	CNhs10851
CAGE	11256-116F5	bam	alignments	Small%20Airway%20Epithelial%20Cells%2c%20donor1.CNhs10884.11256-116F5	CNhs10884
CAGE	11257-116F6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor1.CNhs11920.11257-116F6	CNhs11920
CAGE	11258-116F7	bam	alignments	Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor1.CNhs11921.11258-116F7	CNhs11921
CAGE	11259-116F8	bam	alignments	Adipocyte%20-%20subcutaneous%2c%20donor1.CNhs12494.11259-116F8	CNhs12494
CAGE	11261-116G1	bam	alignments	Chondrocyte%20-%20de%20diff%2c%20donor1.CNhs11923.11261-116G1	CNhs11923
CAGE	11263-116G3	bam	alignments	Endothelial%20Cells%20-%20Aortic%2c%20donor1.CNhs12495.11263-116G3	CNhs12495
CAGE	11264-116G4	bam	alignments	Endothelial%20Cells%20-%20Artery%2c%20donor1.CNhs12496.11264-116G4	CNhs12496
CAGE	11265-116G5	bam	alignments	Endothelial%20Cells%20-%20Microvascular%2c%20donor1.CNhs11925.11265-116G5	CNhs11925
CAGE	11266-116G6	bam	alignments	Endothelial%20Cells%20-%20Thoracic%2c%20donor1.CNhs11926.11266-116G6	CNhs11926
CAGE	11267-116G7	bam	alignments	Endothelial%20Cells%20-%20Vein%2c%20donor1.CNhs12497.11267-116G7	CNhs12497
CAGE	11268-116G8	bam	alignments	Fibroblast%20-%20Cardiac%2c%20donor1.CNhs12498.11268-116G8	CNhs12498
CAGE	11269-116G9	bam	alignments	Fibroblast%20-%20Dermal%2c%20donor1.CNhs12499.11269-116G9	CNhs12499
CAGE	11270-116H1	bam	alignments	Fibroblast%20-%20Lung%2c%20donor1.CNhs12500.11270-116H1	CNhs12500
CAGE	11271-116H2	bam	alignments	Hair%20Follicle%20Dermal%20Papilla%20Cells%2c%20donor1.CNhs12501.11271-116H2	CNhs12501
CAGE	11272-116H3	bam	alignments	Keratinocyte%20-%20epidermal%2c%20donor1.CNhs11064.11272-116H3	CNhs11064
CAGE	11273-116H4	bam	alignments	Mammary%20Epithelial%20Cell%2c%20donor1.CNhs11077.11273-116H4	CNhs11077
CAGE	11274-116H5	bam	alignments	Melanocyte%20-%20light%2c%20donor1.CNhs11303.11274-116H5	CNhs11303
CAGE	11275-116H6	bam	alignments	Neural%20stem%20cells%2c%20donor1.CNhs11063.11275-116H6	CNhs11063
CAGE	11276-116H7	bam	alignments	Osteoblast%20-%20differentiated%2c%20donor1.CNhs11311.11276-116H7	CNhs11311
CAGE	11277-116H8	bam	alignments	Osteoblast%2c%20donor1.CNhs11078.11277-116H8	CNhs11078
CAGE	11278-116H9	bam	alignments	Placental%20Epithelial%20Cells%2c%20donor1.CNhs11079.11278-116H9	CNhs11079
CAGE	11279-116I1	bam	alignments	Preadipocyte%20-%20subcutaneous%2c%20donor1.CNhs11081.11279-116I1	CNhs11081
CAGE	11280-116I2	bam	alignments	Preadipocyte%20-%20visceral%2c%20donor1.CNhs11082.11280-116I2	CNhs11082
CAGE	11281-116I3	bam	alignments	Skeletal%20Muscle%20Cells%2c%20donor1.CNhs11083.11281-116I3	CNhs11083
CAGE	11282-116I4	bam	alignments	Skeletal%20muscle%20cells%20differentiated%20into%20Myotubes%20-%20multinucleated%2c%20donor1.CNhs11084.11282-116I4	CNhs11084
CAGE	11283-116I5	bam	alignments	Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor1.CNhs11085.11283-116I5	CNhs11085
CAGE	11284-116I6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor1.CNhs11086.11284-116I6	CNhs11086
CAGE	11285-116I7	bam	alignments	Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor1.CNhs11087.11285-116I7	CNhs11087
CAGE	11286-116I8	bam	alignments	Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor1.CNhs11088.11286-116I8	CNhs11088
CAGE	11287-116I9	bam	alignments	Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor1.CNhs11067.11287-116I9	CNhs11067
CAGE	11288-117A1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor1.CNhs11089.11288-117A1	CNhs11089
CAGE	11289-117A2	bam	alignments	Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor1.CNhs11090.11289-117A2	CNhs11090
CAGE	11290-117A3	bam	alignments	Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor1.CNhs11091.11290-117A3	CNhs11091
CAGE	11291-117A4	bam	alignments	Synoviocyte%2c%20donor1.CNhs11068.11291-117A4	CNhs11068
CAGE	11292-117A5	bam	alignments	Tracheal%20Epithelial%20Cells%2c%20donor1.CNhs11092.11292-117A5	CNhs11092
CAGE	11301-117B5	bam	alignments	Sebocyte%2c%20donor2.CNhs11951.11301-117B5	CNhs11951
CAGE	11302-117B6	bam	alignments	Gingival%20epithelial%20cells%2c%20donor2%20%28GEA14%29.CNhs11896.11302-117B6	CNhs11896
CAGE	11303-117B7	bam	alignments	Fibroblast%20-%20Gingival%2c%20donor5%20%28GFH3%29.CNhs11952.11303-117B7	CNhs11952
CAGE	11304-117B8	bam	alignments	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor5%20%28PL30%29.CNhs11953.11304-117B8	CNhs11953
CAGE	11305-117B9	bam	alignments	CD14%2b%20Monocytes%2c%20donor2.CNhs11954.11305-117B9	CNhs11954
CAGE	11306-117C1	bam	alignments	CD4%2b%20T%20Cells%2c%20donor2.CNhs11955.11306-117C1	CNhs11955
CAGE	11307-117C2	bam	alignments	CD8%2b%20T%20Cells%2c%20donor2.CNhs11956.11307-117C2	CNhs11956
CAGE	11310-117C5	bam	alignments	CD14%2b%20monocyte%20derived%20endothelial%20progenitor%20cells%2c%20donor2.CNhs11897.11310-117C5	CNhs11897
CAGE	11311-117C6	bam	alignments	Natural%20Killer%20Cells%2c%20donor2.CNhs11957.11311-117C6	CNhs11957
CAGE	11312-117C7	bam	alignments	Peripheral%20Blood%20Mononuclear%20Cells%2c%20donor2.CNhs11958.11312-117C7	CNhs11958
CAGE	11313-117C8	bam	alignments	Macrophage%20-%20monocyte%20derived%2c%20donor2.CNhs11899.11313-117C8	CNhs11899
CAGE	11314-117C9	bam	alignments	Neutrophils%2c%20donor2.CNhs11959.11314-117C9	CNhs11959
CAGE	11315-117D1	bam	alignments	Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor2.CNhs11900.11315-117D1	CNhs11900
CAGE	11316-117D2	bam	alignments	Astrocyte%20-%20cerebral%20cortex%2c%20donor2.CNhs11960.11316-117D2	CNhs11960
CAGE	11317-117D3	bam	alignments	Endothelial%20Cells%20-%20Lymphatic%2c%20donor2.CNhs11901.11317-117D3	CNhs11901
CAGE	11318-117D4	bam	alignments	Fibroblast%20-%20Gingival%2c%20donor2.CNhs11961.11318-117D4	CNhs11961
CAGE	11319-117D5	bam	alignments	Fibroblast%20-%20Periodontal%20Ligament%2c%20donor2.CNhs11962.11319-117D5	CNhs11962
CAGE	11320-117D6	bam	alignments	Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor2.CNhs11963.11320-117D6	CNhs11963
CAGE	11321-117D7	bam	alignments	Skeletal%20Muscle%20Satellite%20Cells%2c%20donor2.CNhs11964.11321-117D7	CNhs11964
CAGE	11322-117D8	bam	alignments	Myoblast%2c%20donor2.CNhs11965.11322-117D8	CNhs11965
CAGE	11323-117D9	bam	alignments	Ciliary%20Epithelial%20Cells%2c%20donor2.CNhs11966.11323-117D9	CNhs11966
CAGE	11324-117E1	bam	alignments	Endothelial%20Cells%20-%20Umbilical%20vein%2c%20donor2.CNhs11967.11324-117E1	CNhs11967
CAGE	11326-117E3	bam	alignments	Fibroblast%20-%20Aortic%20Adventitial%2c%20donor2.CNhs11968.11326-117E3	CNhs11968
CAGE	11327-117E4	bam	alignments	Adipocyte%20-%20breast%2c%20donor2.CNhs11969.11327-117E4	CNhs11969
CAGE	11328-117E5	bam	alignments	Preadipocyte%20-%20breast%2c%20donor2.CNhs11971.11328-117E5	CNhs11971
CAGE	11329-117E6	bam	alignments	Preadipocyte%20-%20omental%2c%20donor2.CNhs11902.11329-117E6	CNhs11902
CAGE	11331-117E8	bam	alignments	Prostate%20Epithelial%20Cells%2c%20donor2.CNhs11972.11331-117E8	CNhs11972
CAGE	11332-117E9	bam	alignments	Prostate%20Stromal%20Cells%2c%20donor2.CNhs11973.11332-117E9	CNhs11973
CAGE	11333-117F1	bam	alignments	Sertoli%20Cells%2c%20donor2.CNhs11974.11333-117F1	CNhs11974
CAGE	11334-117F2	bam	alignments	Small%20Airway%20Epithelial%20Cells%2c%20donor2.CNhs11975.11334-117F2	CNhs11975
CAGE	11335-117F3	bam	alignments	Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor2.CNhs11976.11335-117F3	CNhs11976
CAGE	11336-117F4	bam	alignments	Adipocyte%20-%20subcutaneous%2c%20donor2.CNhs11371.11336-117F4	CNhs11371
CAGE	11338-117F6	bam	alignments	Chondrocyte%20-%20de%20diff%2c%20donor2.CNhs11372.11338-117F6	CNhs11372
CAGE	11339-117F7	bam	alignments	Chondrocyte%20-%20re%20diff%2c%20donor2.CNhs11373.11339-117F7	CNhs11373
CAGE	11340-117F8	bam	alignments	Endothelial%20Cells%20-%20Aortic%2c%20donor2.CNhs11375.11340-117F8	CNhs11375
CAGE	11341-117F9	bam	alignments	Endothelial%20Cells%20-%20Artery%2c%20donor2.CNhs11977.11341-117F9	CNhs11977
CAGE	11342-117G1	bam	alignments	Endothelial%20Cells%20-%20Microvascular%2c%20donor2.CNhs11376.11342-117G1	CNhs11376
CAGE	11343-117G2	bam	alignments	Endothelial%20Cells%20-%20Thoracic%2c%20donor2.CNhs11978.11343-117G2	CNhs11978
CAGE	11344-117G3	bam	alignments	Endothelial%20Cells%20-%20Vein%2c%20donor2.CNhs11377.11344-117G3	CNhs11377
CAGE	11345-117G4	bam	alignments	Fibroblast%20-%20Cardiac%2c%20donor2.CNhs11378.11345-117G4	CNhs11378
CAGE	11346-117G5	bam	alignments	Fibroblast%20-%20Dermal%2c%20donor2.CNhs11379.11346-117G5	CNhs11379
CAGE	11347-117G6	bam	alignments	Fibroblast%20-%20Lung%2c%20donor2.CNhs11380.11347-117G6	CNhs11380
CAGE	11348-117G7	bam	alignments	Hair%20Follicle%20Dermal%20Papilla%20Cells%2c%20donor2.CNhs11979.11348-117G7	CNhs11979
CAGE	11349-117G8	bam	alignments	Keratinocyte%20-%20epidermal%2c%20donor2.CNhs11381.11349-117G8	CNhs11381
CAGE	11350-117G9	bam	alignments	Mammary%20Epithelial%20Cell%2c%20donor2.CNhs11382.11350-117G9	CNhs11382
CAGE	11351-117H1	bam	alignments	Melanocyte%20-%20light%2c%20donor2.CNhs11383.11351-117H1	CNhs11383
CAGE	11352-117H2	bam	alignments	Neural%20stem%20cells%2c%20donor2.CNhs11384.11352-117H2	CNhs11384
CAGE	11353-117H3	bam	alignments	Osteoblast%20-%20differentiated%2c%20donor2.CNhs11980.11353-117H3	CNhs11980
CAGE	11354-117H4	bam	alignments	Osteoblast%2c%20donor2.CNhs11385.11354-117H4	CNhs11385
CAGE	11355-117H5	bam	alignments	Placental%20Epithelial%20Cells%2c%20donor2.CNhs11386.11355-117H5	CNhs11386
CAGE	11356-117H6	bam	alignments	Preadipocyte%20-%20subcutaneous%2c%20donor2.CNhs11981.11356-117H6	CNhs11981
