c	BiosampleID	BiosampleName	AggregatedBiosampleName	AggregatedBiosampleID	BiosampleType	Age	AgeUnit	Lifestage	Sex
Cancer	10432-106D9	bile duct carcinoma cell line:HuCCT1	bile duct carcinoma cell line	State_108	cell line	56	year	adult	male
Cancer	10496-107C1	bile duct carcinoma cell line:TFK-1	bile duct carcinoma cell line	State_108	cell line	63	year	adult	male
Cancer	10718-109I7	biphenotypic B myelomonocytic leukemia cell line:MV-4-11	biphenotypic B myelomonocytic leukemia cell line	State_109	cell line	10	year	child	male
Cancer	10482-107A5	breast carcinoma cell line:MCF7	breast carcinoma cell line	State_110	cell line	69	year	adult	female
Cancer	10419-106C5	breast carcinoma cell line:MDA-MB-453	breast carcinoma cell line	State_110	cell line	unknown		unknown	female
Cancer	10760-110E4	bronchial squamous cell carcinoma cell line:KNS-62	bronchial squamous cell carcinoma cell line	State_111	cell line	49	year	adult	male
Cancer	10709-109H7	bronchioalveolar carcinoma cell line:NCI-H358	bronchioalveolar carcinoma cell line	State_112	cell line	unknown		unknown	male
Cancer	10715-109I4	bronchioalveolar carcinoma cell line:NCI-H650	bronchioalveolar carcinoma cell line	State_112	cell line	unknown		unknown	male
Cancer	10710-109H8	bronchogenic carcinoma cell line:ChaGo-K-1	bronchogenic carcinoma cell line	State_113	cell line	45	year	adult	male
Cancer	10422-106C8	Burkitt's lymphoma cell line:DAUDI	Burkitt's lymphoma cell line	State_114	cell line	16	year	child	male
Cancer	10476-106I8	Burkitt's lymphoma cell line:RAJI	Burkitt's lymphoma cell line	State_114	cell line	11	year	child	male
Cancer	10703-109H1	carcinoid cell line:NCI-H1770	carcinoid cell line	State_115	cell line	57	year	adult	male
Cancer	10735-110B6	carcinoid cell line:NCI-H727	carcinoid cell line	State_115	cell line	65	year	adult	female
Cancer	10719-109I8	carcinoid cell line:SK-PN-DW	carcinoid cell line	State_115	cell line	17	year	child	male
Cancer	10642-109A3	carcinosarcoma cell line:JHUCS-1	carcinosarcoma cell line	State_116	cell line	56	year	adult	female
Cancer	10552-107I3	cervical cancer cell line:D98-AH2	cervical cancer cell line	State_117	cell line	30	year	adult	female
Cancer	10553-107I4	cervical cancer cell line:ME-180	cervical cancer cell line	State_117	cell line	66	year	adult	female
Cancer	10536-107G5	cholangiocellular carcinoma cell line:HuH-28	cholangiocellular carcinoma cell line	State_118	cell line	37	year	adult	female
Cancer	10700-109G7	chondrosarcoma cell line:SW 1353	choriocarcinoma  cell line	State_119	cell line	72	year	adult	female
Cancer	10423-106C9	choriocarcinoma cell line:BeWo	choriocarcinoma  cell line	State_119	cell line	unknown		embryonic	male
Cancer	10785-110H2	choriocarcinoma cell line:SCH	choriocarcinoma  cell line	State_119	cell line	46	year	adult	male
Cancer	10618-108G6	choriocarcinoma cell line:T3M-3	choriocarcinoma  cell line	State_119	cell line	unknown		embryonic	female
Cancer	10416-106C2	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	chronic lymphocytic leukemia (T-CLL) cell line	State_120	cell line	27	year	adult	male
Cancer	10801-110I9	chronic myeloblastic leukemia (CML) cell line:KCL-22	chronic myelogenous leukemia (CML) cell line	State_121	cell line	28	year	adult	female
Cancer	10766-110F1	chronic myelogenous leukemia (CML) cell line:MEG-A2	chronic myelogenous leukemia (CML) cell line	State_121	cell line	20	year	adult	male
Cancer	10454-106G4	chronic myelogenous leukemia cell line:K562	chronic myelogenous leukemia (CML) cell line	State_121	cell line	53	year	adult	female
Cancer	10824-111C5	chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep1	chronic myelogenous leukemia (CML) cell line	State_121	cell line	53	year	adult	female
Cancer	10825-111C6	chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep2	chronic myelogenous leukemia (CML) cell line	State_121	cell line	53	year	adult	female
Cancer	10826-111C7	chronic myelogenous leukemia cell line:K562 ENCODE, biol_rep3	chronic myelogenous leukemia (CML) cell line	State_121	cell line	53	year	adult	female
Cancer	10409-106B4	chronic myelogenous leukemia cell line:KU812	chronic myelogenous leukemia (CML) cell line	State_121	cell line	38	year	adult	male
Cancer	10638-108I8	clear cell carcinoma cell line:JHOC-5	clear cell carcinoma cell line	State_122	cell line	54	year	adult	female
Cancer	10636-108I6	clear cell carcinoma cell line:TEN	clear cell carcinoma cell line	State_122	cell line	74	year	adult	female
Cancer	10513-107D9	colon carcinoma cell line:CACO-2	colon carcinoma cell line	State_123	cell line	72	year	adult	male
Cancer	10420-106C6	colon carcinoma cell line:COLO-320	colon carcinoma cell line	State_123	cell line	55	year	adult	female
Cancer	10631-108I1	diffuse large B-cell lymphoma cell line:CTB-1	diffuse large B-cell lymphoma cell line	State_124	cell line	70	year	adult	male
Cancer	10438-106E6	ductal cell carcinoma cell line:KLM-1	ductal cell carcinoma cell line	State_125	cell line	unknown		unknown	male
Cancer	10488-107B2	ductal cell carcinoma cell line:MIA Paca2	ductal cell carcinoma cell line	State_125	cell line	65	year	adult	male
Cancer	10497-107C2	endometrial carcinoma cell line:OMC-2	endometrial cancer cell line	State_126	cell line	59	year	adult	female
Cancer	10448-106F7	endometrial stromal sarcoma cell line:OMC-9	endometrial cancer cell line	State_126	cell line	55	year	adult	female
Cancer	10643-109A4	endometrioid adenocarcinoma cell line:JHUEM-1	endometrial cancer cell line	State_126	cell line	56	year	adult	female
Cancer	10426-106D3	epidermoid carcinoma cell line:A431	epidermoid carcinoma cell line	State_127	cell line	85	year	adult	female
Cancer	10431-106D8	epidermoid carcinoma cell line:Ca Ski	epidermoid carcinoma cell line	State_127	cell line	40	year	adult	female
Cancer	10443-106F2	epithelioid sarcoma cell line:HS-ES-1	epitheloid cancer cell line	State_128	cell line	60	year	adult	male
Cancer	10495-107B9	epithelioid sarcoma cell line:HS-ES-2R	epitheloid cancer cell line	State_128	cell line	unknown		unknown	male
Cancer	10815-111B5	epitheloid carcinoma cell line: HelaS3 ENCODE, biol_rep1	epitheloid cancer cell line	State_128	cell line	30	year	adult	female
Cancer	10816-111B6	epitheloid carcinoma cell line: HelaS3 ENCODE, biol_rep2	epitheloid cancer cell line	State_128	cell line	30	year	adult	female
Cancer	10817-111B7	epitheloid carcinoma cell line: HelaS3 ENCODE, biol_rep3	epitheloid cancer cell line	State_128	cell line	30	year	adult	female
Cancer	10705-109H3	Ewing's sarcoma cell line:Hs 863.T	Ewing's sarcoma cell line	State_129	cell line	5	year	child	female
Cancer	10410-106B5	extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	extraskeletal myxoid chondrosarcoma cell line	State_130	cell line	77	year	adult	female
Cancer	10758-110E2	fibrosarcoma cell line:HT-1080	fibrosarcoma cell line	State_131	cell line	35	year	adult	male
Cancer	10711-109H9	fibrous histiocytoma cell line:GCT TIB-223	fibrous histiocytoma cell line	State_132	cell line	29	year	adult	male
Cancer	10470-106I2	gall bladder carcinoma cell line:TGBC14TKB	gall bladder carcinoma cell line	State_133	cell line	unknown		unknown	female
Cancer	10415-106C1	gall bladder carcinoma cell line:TGBC2TKB	gall bladder carcinoma cell line	State_133	cell line	unknown		unknown	female
Cancer	10614-108G2	gastric adenocarcinoma cell line:MKN1	gastric cancer cell line	State_134	cell line	72	year	adult	male
Cancer	10612-108F9	gastric adenocarcinoma cell line:MKN45	gastric cancer cell line	State_134	cell line	62	year	adult	female
Cancer	10549-107H9	gastric cancer cell line:AZ521	gastric cancer cell line	State_134	cell line	53	year	adult	male
Cancer	10560-108A2	gastric cancer cell line:GSS	gastric cancer cell line	State_134	cell line	75	year	adult	male
Cancer	10615-108G3	gastrointestinal carcinoma cell line:ECC12	gastric cancer cell line	State_134	cell line	63	year	adult	male
Cancer	10487-107B1	giant cell carcinoma cell line:LU65	giant cell carcinoma cell line	State_135	cell line	64	year	adult	male
Cancer	10433-106E1	giant cell carcinoma cell line:Lu99B	giant cell carcinoma cell line	State_135	cell line	63	year	adult	male
Cancer	10688-109F4	glassy cell carcinoma cell line:HOKUG	glassy cell carcinoma cell line	State_136	cell line	53	year	adult	female
Cancer	10444-106F3	glioblastoma cell line:A172	glioma cell line	State_137	cell line	53	year	adult	male
Cancer	10485-107A8	glioblastoma cell line:T98G	glioma cell line	State_137	cell line	61	year	adult	male
Cancer	10413-106B8	glioma cell line:GI-1	glioma cell line	State_137	cell line	61	year	adult	male
Cancer	10624-108H3	granulosa cell tumor cell line:KGN	granulosa cell tumor cell line	State_138	cell line	69	year	adult	female
Cancer	10712-109I1	hairy cell leukemia cell line:Mo	hairy cell leukemia cell line	State_139	cell line	unknown		unknown	male
Cancer	11898-125E8	Hep-2 cells mock treated, biol_rep1	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11899-125E9	Hep-2 cells mock treated, biol_rep2	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11900-125F1	Hep-2 cells mock treated, biol_rep3	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11890-125D9	Hep-2 cells treated with Streptococci strain 5448, biol_rep1	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11891-125E1	Hep-2 cells treated with Streptococci strain 5448, biol_rep2	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11892-125E2	Hep-2 cells treated with Streptococci strain 5448, biol_rep3	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11894-125E4	Hep-2 cells treated with Streptococci strain JRS4, biol_rep1	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11895-125E5	Hep-2 cells treated with Streptococci strain JRS4, biol_rep2	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	11896-125E6	Hep-2 cells treated with Streptococci strain JRS4, biol_rep3	Hep-2 cells	State_140	cell line	56	year	adult	male
Cancer	10778-110G4	hepatic mesenchymal tumor cell line:LI90	hepatic mesenchymal tumor cell line	State_141	cell line	55	year	adult	female
Cancer	10633-108I3	hepatoblastoma cell line:HuH-6	hepatoblastoma cell line	State_142	cell line	1	year	child	male
Cancer	10818-111B8	hepatocellular carcinoma cell line: HepG2 ENCODE, biol_rep1	hepatocellular carcinoma cell line	State_143	cell line	15	year	child	male
Cancer	10819-111B9	hepatocellular carcinoma cell line: HepG2 ENCODE, biol_rep2	hepatocellular carcinoma cell line	State_143	cell line	15	year	child	male
Cancer	10820-111C1	hepatocellular carcinoma cell line: HepG2 ENCODE, biol_rep3	hepatocellular carcinoma cell line	State_143	cell line	15	year	child	male
Cancer	10484-107A7	hepatoma cell line:Li-7	hepatocellular carcinoma cell line	State_143	cell line	45	year	adult	male
Cancer	10435-106E3	Hodgkin's lymphoma cell line:HD-Mar2	Hodgkin's lymphoma cell line	State_144	cell line	20	year	adult	male
Cancer	10791-110H8	keratoacanthoma cell line:HKA-1	keratoacanthoma cell line	State_145	cell line	77	year	adult	female
Cancer	10687-109F3	Krukenberg tumor cell line:HSKTC	Krukenberg tumor cell line	State_146	cell line	46	year	adult	female
Cancer	10509-107D5	large cell lung carcinoma cell line:IA-LM	large cell lung carcinoma cell line	State_147	cell line	68	year	adult	male
Cancer	10839-111E2	large cell lung carcinoma cell line:NCI-H460	large cell lung carcinoma cell line	State_147	cell line	unknown		unknown	male
Cancer	10692-109F8	large cell non-keratinizing squamous carcinoma cell line:SKG-II-SF	large cell non-keratinizing squamous carcinoma cell line	State_148	cell line	50	year	adult	female
Cancer	10721-110A1	leiomyoblastoma cell line:G-402	leiomyoblastoma cell line	State_149	cell line	9	month	child	female
Cancer	10752-110D5	leukemia, chronic megakaryoblastic cell line:MEG-01	leukemia, chronic megakaryoblastic  cell line	State_150	cell line	56	year	adult	male
Cancer	10782-110G8	liposarcoma cell line:KMLS-1	liposarcoma cell line	State_151	cell line	unknown		unknown	female
Cancer	10726-110A6	liposarcoma cell line:SW 872	liposarcoma cell line	State_151	cell line	36	year	adult	male
Cancer	10499-107C4	lung adenocarcinoma cell line:A549	lung adenocarcinoma cell line	State_152	cell line	58	year	adult	male
Cancer	10408-106B3	lung adenocarcinoma cell line:PC-14	lung adenocarcinoma cell line	State_152	cell line	45	year	adult	male
Cancer	10742-110C4	lung adenocarcinoma, papillary cell line:NCI-H441	lung adenocarcinoma, papillary cell line	State_153	cell line	unknown		unknown	male
Cancer	10727-110A7	lymphangiectasia cell line:DS-1	lymphangiectasia cell line	State_154	cell line	29	year	adult	female
Cancer	10775-110G1	lymphoma, malignant, hairy B-cell cell line:MLMA	lymphoma, malignant, hairy B-cell cell line	State_155	cell line	32	year	adult	female
Cancer	10412-106B7	malignant trichilemmal cyst cell line:DJM-1	malignant trichilemmal cyst cell line	State_156	cell line	87	year	adult	female
Cancer	10414-106B9	maxillary sinus tumor cell line:HSQ-89	maxillary sinus tumor cell line	State_157	cell line	74	year	adult	male
Cancer	10838-111E1	medulloblastoma cell line:D283 Med	medulloblastoma cell line	State_158	cell line	6	year	child	male
Cancer	10759-110E3	medulloblastoma cell line:ONS-76	medulloblastoma cell line	State_158	cell line	2	year	child	female
Cancer	10514-107E1	melanoma cell line:COLO 679	melanoma cell line	State_159	cell line	47	year	adult	female
Cancer	10465-106H6	melanoma cell line:G-361	melanoma cell line	State_159	cell line	31	year	adult	male
Cancer	10691-109F7	meningioma cell line:HKBMM	meningioma cell line	State_160	cell line	52	year	adult	female
Cancer	10843-111E6	merkel cell carcinoma cell line:MKL-1	merkel cell carcinoma cell line	State_161	cell line	26	year	adult	male
Cancer	10844-111E7	merkel cell carcinoma cell line:MS-1	merkel cell carcinoma cell line	State_161	cell line	59	year	adult	female
Cancer	10493-107B7	mesothelioma cell line:ACC-MESO-1	mesothelioma cell line	State_162	cell line	61	year	adult	female
Cancer	10494-107B8	mesothelioma cell line:ACC-MESO-4	mesothelioma cell line	State_162	cell line	59	year	adult	male
Cancer	10849-111F3	mesothelioma cell line:Mero-14	mesothelioma cell line	State_162	cell line	60	year	adult	male
Cancer	10850-111F4	mesothelioma cell line:Mero-25	mesothelioma cell line	State_162	cell line	60	year	adult	male
Cancer	10851-111F5	mesothelioma cell line:Mero-41	mesothelioma cell line	State_162	cell line	60	year	adult	male
Cancer	10852-111F6	mesothelioma cell line:Mero-48a	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10853-111F7	mesothelioma cell line:Mero-82	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10854-111F8	mesothelioma cell line:Mero-83	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10855-111F9	mesothelioma cell line:Mero-84	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10856-111G1	mesothelioma cell line:Mero-95	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10847-111F1	mesothelioma cell line:NCI-H2052	mesothelioma cell line	State_162	cell line	65	year	adult	male
Cancer	10846-111E9	mesothelioma cell line:NCI-H226	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10848-111F2	mesothelioma cell line:NCI-H2452	mesothelioma cell line	State_162	cell line	unknown		adult	male
Cancer	10845-111E8	mesothelioma cell line:NCI-H28	mesothelioma cell line	State_162	cell line	48	year	adult	male
Cancer	10857-111G2	mesothelioma cell line:No36	mesothelioma cell line	State_162	cell line	unknown		unknown	male
Cancer	10858-111G3	mesothelioma cell line:ONE58	mesothelioma cell line	State_162	cell line	58	year	adult	male
Cancer	10689-109F5	mixed mullerian tumor cell line:HTMMT	mixed mullerian tumor cell line	State_163	cell line	66	year	adult	female
Cancer	10648-109A9	mucinous adenocarcinoma cell line:JHOM-1	mucinous adenocarcinoma cell line	State_164	cell line	88	year	adult	female
Cancer	10784-110H1	mucinous cystadenocarcinoma cell line:MCAS	mucinous adenocarcinoma cell line	State_164	cell line	60	year	adult	female
Cancer	10744-110C6	mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162	mycosis fungoides, T cell lymphoma cell line	State_165	cell line	26	year	adult	male
Cancer	10772-110F7	myelodysplastic syndrome cell line:SKM-1	myelodysplastic syndrome cell line	State_166	cell line	76	year	adult	male
Cancer	10474-106I6	myeloma cell line:PCM6	myeloma cell line	State_167	cell line	60	year	adult	female
Cancer	10600-108E6	myxofibrosarcoma cell line:MFH-ino	myxofibrosarcoma cell line	State_168	cell line	45	year	adult	female
Cancer	10684-109E9	myxofibrosarcoma cell line:NMFH-1	myxofibrosarcoma cell line	State_168	cell line	89	year	adult	male
Cancer	10508-107D4	neuroblastoma cell line:CHP-134	neuroblastoma cell line	State_169	cell line	1	year	child	male
Cancer	10539-107G8	neuroblastoma cell line:NB-1	neuroblastoma cell line	State_169	cell line	2	year	child	male
Cancer	10607-108F4	neuroblastoma cell line:NBsusSR	neuroblastoma cell line	State_169	cell line	18	year	adult	male
Cancer	10555-107I6	neuroblastoma cell line:NH-12	neuroblastoma cell line	State_169	cell line	1	year	child	male
Cancer	10637-108I7	neuroectodermal tumor cell line:FU-RPNT-1	neuroectodermal tumor cell line	State_170	cell line	22	year	adult	male
Cancer	10663-109C6	neuroectodermal tumor cell line:FU-RPNT-2	neuroectodermal tumor cell line	State_170	cell line	10	year	adult	male
Cancer	10774-110F9	neuroectodermal tumor cell line:TASK1	neuroectodermal tumor cell line	State_170	cell line	21	year	adult	female
Cancer	10728-110A8	neuroepithelioma cell line:SK-N-MC	neuroepithelioma cell line	State_171	cell line	12	year	child	female
Cancer	10729-110A9	neurofibroma cell line:Hs 53.T	neurofibroma cell line	State_172	cell line	13	year	child	female
Cancer	10777-110G3	NK T cell leukemia cell line:KHYG-1	NK T cell leukemia cell line	State_173	cell line	45	year	adult	female
Cancer	10430-106D7	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	non T non B acute lymphoblastic leukemia (ALL) cell line	State_174	cell line	11	year	child	female
Cancer	10434-106E2	oral squamous cell carcinoma cell line:Ca9-22	oral squamous cell carcinoma cell line	State_175	cell line	unknown		unknown	male
Cancer	10550-107I1	oral squamous cell carcinoma cell line:HO-1-u-1	oral squamous cell carcinoma cell line	State_175	cell line	72	year	adult	male
Cancer	10545-107H5	oral squamous cell carcinoma cell line:HSC-3	oral squamous cell carcinoma cell line	State_175	cell line	64	year	adult	male
Cancer	10544-107H4	oral squamous cell carcinoma cell line:SAS	oral squamous cell carcinoma cell line	State_175	cell line	69	year	adult	female
Cancer	10704-109H2	osteoclastoma cell line:Hs 706.T	osteoclastoma cell line	State_176	cell line	16	year	child	female
Cancer	10510-107D6	osteosarcoma cell line:143B/TK^(-)neo^(R)	osteosarcoma cell line	State_177	cell line	unknown		unknown	unknown
Cancer	10558-107I9	osteosarcoma cell line:HS-Os-1	osteosarcoma cell line	State_177	cell line	11	year	child	female
Cancer	10732-110B3	pagetoid sarcoma cell line:Hs 925.T	pagetoid sarcoma cell line	State_178	cell line	58	year	adult	male
Cancer	10698-109G5	pancreatic carcinoma cell line:NOR-P1	pancreatic carcinoma cell line	State_179	cell line	79	year	adult	male
Cancer	10437-106E5	papillary adenocarcinoma cell line:8505C	papillary adenocarcinoma cell line	State_180	cell line	78	year	adult	female
Cancer	10417-106C3	papillotubular adenocarcinoma cell line:TGBC18TKB	papillotubular adenocarcinoma cell line	State_181	cell line	79	year	adult	female
Cancer	10697-109G4	peripheral neuroectodermal tumor cell line:KU-SN	peripheral neuroectodermal tumor cell line	State_182	cell line	4	year	child	female
Cancer	10723-110A3	pharyngeal carcinoma cell line:Detroit 562	pharyngeal carcinoma cell line	State_183	cell line	unknown		unknown	female
Cancer	10840-111E3	plasma cell leukemia cell line:ARH-77	plasma cell leukemia cell line	State_184	cell line	33	year	adult	female
Cancer	10706-109H4	pleomorphic hepatocellular carcinoma cell line:SNU-387	pleomorphic hepatocellular carcinoma cell line	State_185	cell line	41	year	adult	female
Cancer	10490-107B4	prostate cancer cell line:DU145	prostate cancer cell line	State_186	cell line	69	year	adult	male
Cancer	10439-106E7	prostate cancer cell line:PC-3	prostate cancer cell line	State_186	cell line	62	year	adult	male
Cancer	10469-106I1	rectal cancer cell line:TT1TKB	rectal cancer cell line	State_187	cell line	unknown		unknown	male
Cancer	10411-106B6	renal cell carcinoma cell line:OS-RC-2	renal cell carcinoma cell line	State_188	cell line	52	year	adult	male
Cancer	10471-106I3	renal cell carcinoma cell line:TUHR10TKB	renal cell carcinoma cell line	State_188	cell line	69	year	adult	male
Cancer	10475-106I7	retinoblastoma cell line:Y79	retinoblastoma cell line	State_189	cell line	2.5	year	child	female
Cancer	10787-110H4	rhabdomyosarcoma cell line:KYM-1	rhabdomyosarcoma cell line	State_190	cell line	9	month	child	female
Cancer	10477-106I9	rhabdomyosarcoma cell line:RMS-YM	rhabdomyosarcoma cell line	State_190	cell line	2	year	child	male
Cancer	10695-109G2	sacrococcigeal teratoma cell line:HTST	sacrococcigeal teratoma cell line	State_191	cell line	2	month	child	male
Cancer	10442-106F1	schwannoma cell line:HS-PSS	schwannoma cell line	State_192	cell line	unknown		unknown	male
Cancer	10639-108I9	serous adenocarcinoma cell line:JHOS-2	serous adenocarcinoma cell line	State_193	cell line	45	year	adult	female
Cancer	11843-124H7	serous adenocarcinoma cell line:SK-OV-3-R after co-culture with SOC-57-02-G, biol_rep1	serous adenocarcinoma cell line	State_193	cell line	unknown		unknown	unknown
Cancer	11841-124H5	serous adenocarcinoma cell line:SK-OV-3-R, biol_rep1	serous adenocarcinoma cell line	State_193	cell line	unknown		unknown	unknown
Cancer	10693-109F9	serous cystadenocarcinoma cell line:HTOA	serous cystadenocarcinoma cell line	State_194	cell line	50	year	adult	female
Cancer	10436-106E4	signet ring carcinoma cell line:Kato III	signet ring carcinoma cell line	State_195	cell line	57	year	adult	male
Cancer	10483-107A6	signet ring carcinoma cell line:NUGC-4	signet ring carcinoma cell line	State_195	cell line	35	year	adult	female
Cancer	10800-110I8	small cell cervical cancer cell line:HCSC-1	small cell cervical cancer cell line	State_196	cell line	48	year	adult	female
Cancer	10609-108F6	small-cell gastrointestinal carcinoma cell line:ECC4	small cell gastrointestinal carcinoma cell line	State_197	cell line	45	year	adult	male
Cancer	10610-108F7	small cell gastrointestinal carcinoma cell line:ECC10	small cell gastrointestinal carcinoma cell line	State_197	cell line	73	year	adult	male
Cancer	10841-111E4	small cell lung carcinoma cell line:DMS 144	small cell lung carcinoma cell line	State_198	cell line	68	year	adult	male
Cancer	10541-107H1	small cell lung carcinoma cell line:LK-2	small cell lung carcinoma cell line	State_198	cell line	74	year	adult	male
Cancer	10842-111E5	small cell lung carcinoma cell line:NCI-H82	small cell lung carcinoma cell line	State_198	cell line	40	year	adult	male
Cancer	10562-108A4	small cell lung carcinoma cell line:WA-hT	small cell lung carcinoma cell line	State_198	cell line	56	year	adult	male
Cancer	10781-110G7	somatostatinoma cell line:QGP-1	somatostatinoma cell line	State_199	cell line	61	year	adult	male
Cancer	10737-110B8	spindle cell sarcoma cell line:Hs 132.T	spindle cell sarcoma cell line	State_200	cell line	49	year	adult	male
Cancer	10424-106D1	splenic lymphoma with villous lymphocytes cell line:SLVL	splenic lymphoma with villous lymphocytes cell line	State_201	cell line	70	year	adult	female
Cancer	10463-106H4	squamous cell carcinoma cell line:EC-GI-10	squamous cell carcinoma cell line	State_202	cell line	65	year	adult	male
Cancer	10646-109A7	squamous cell carcinoma cell line:JHUS-nk1	squamous cell carcinoma cell line	State_202	cell line	40	year	adult	female
Cancer	10616-108G4	squamous cell carcinoma cell line:T3M-5	squamous cell carcinoma cell line	State_202	cell line	71	year	adult	female
Cancer	10486-107A9	squamous cell lung carcinoma cell line:EBC-1	squamous cell lung carcinoma cell line	State_203	cell line	69	year	adult	male
Cancer	10457-106G7	squamous cell lung carcinoma cell line:LC-1F	squamous cell lung carcinoma cell line	State_203	cell line	69	year	adult	male
Cancer	10501-107C6	squamous cell lung carcinoma cell line:RERF-LC-AI	squamous cell lung carcinoma cell line	State_203	cell line	unknown		unknown	male
Cancer	10441-106E9	synovial sarcoma cell line:HS-SY-II	synovial sarcoma cell line	State_204	cell line	unknown		unknown	male
Cancer	10790-110H7	teratocarcinoma cell line:NCC-IT-A3	teratocarcinoma cell line	State_205	cell line	24	year	adult	male
Cancer	10798-110I6	teratocarcinoma cell line:NCR-G1	teratocarcinoma cell line	State_205	cell line	unknown		embryonic	male
Cancer	10807-111A6	teratocarcinoma cell line:PA-1	teratocarcinoma cell line	State_205	cell line	12	year	child	female
Cancer	10786-110H3	testicular germ cell embryonal carcinoma cell line:ITO-II	testicular germ cell embryonal carcinoma cell line	State_206	cell line	unknown		unknown	male
Cancer	10591-108D6	testicular germ cell embryonal carcinoma cell line:NEC14	testicular germ cell embryonal carcinoma cell line	State_206	cell line	26	year	adult	male
Cancer	10593-108D8	testicular germ cell embryonal carcinoma cell line:NEC15	testicular germ cell embryonal carcinoma cell line	State_206	cell line	20	year	adult	male
Cancer	10590-108D5	testicular germ cell embryonal carcinoma cell line:NEC8	testicular germ cell embryonal carcinoma cell line	State_206	cell line	24	year	adult	male
Cancer	10803-111A2	thymic carcinoma cell line:Ty-82	thyroid carcinoma cell line	State_207	cell line	22	year	adult	female
Cancer	10776-110G2	thyroid carcinoma cell line:KHM-5M	thyroid carcinoma cell line	State_207	cell line	65	year	adult	male
Cancer	10783-110G9	thyroid carcinoma cell line:TCO-1	thyroid carcinoma cell line	State_207	cell line	unknown		unknown	male
Cancer	10707-109H5	transitional cell carcinoma cell line:Hs 769.T	transitional-cell carcinoma cell line	State_208	cell line	59	year	adult	female
Cancer	10418-106C4	transitional-cell carcinoma cell line:5637	transitional-cell carcinoma cell line	State_208	cell line	68	year	adult	male
Cancer	10492-107B6	transitional-cell carcinoma cell line:JMSU1	transitional-cell carcinoma cell line	State_208	cell line	75	year	adult	male
Cancer	10797-110I5	tubular adenocarcinoma cell line:SUIT-2	tubular adenocarcinoma cell line	State_209	cell line	73	year	adult	male
Cancer	10809-111A8	Wilms' tumor cell line:G-401	Wilms' tumor cell line	State_210	cell line	3	month	child	male
Cancer	10597-108E3	Wilms' tumor cell line:HFWT	Wilms' tumor cell line	State_210	cell line	5	month	child	male
Digestive	10189-103D9	appendix, adult	appendix, adult	State_211	tissue	29	year	adult	male
Digestive	10082-102B1	colon, adult, donor1	colon, adult	State_212	tissue	23	year	adult	female
Digestive	10014-101C5	colon, adult, pool1	colon, adult	State_212	tissue	62,83,84 	year	adult	mixed
Digestive	10070-101I7	colon, fetal, donor1	colon, fetal	State_213	tissue	37	week	embryonic	female
Digestive	10071-101I8	duodenum, fetal, donor1	duodenum, fetal	State_214	tissue	36	week	embryonic	male
Digestive	10015-101C6	esophagus, adult, pool1	esophagus, adult	State_215	tissue	68,74,75 	year	adult	mixed
Digestive	10198-103E9	gall bladder, adult	gall bladder, adult	State_216	tissue	57	year	adult	male
Digestive	10067-101I4	rectum, fetal, donor1	rectum, fetal	State_217	tissue	19	week	embryonic	female
Digestive	10024-101D6	small intestine, adult, pool1	small intestine, adult	State_218	tissue	15,40,85 	year	adult	mixed
Digestive	10064-101I1	small intestine, fetal, donor1	small intestine, fetal	State_219	tissue	16	week	embryonic	female
Digestive	10062-101H8	stomach, fetal, donor1	stomach, fetal	State_220	tissue	40	week	embryonic	female
Digestive	10209-103G2	throat, adult	throat, adult	State_221	tissue	28	year	adult	male
Digestive	10061-101H7	throat, fetal, donor1	throat, fetal	State_222	tissue	25	week	embryonic	female
Endocrine	10081-102A9	adrenal gland, adult, pool1	adrenal gland, adult	State_223	tissue	15-61 	year	adult	mixed
Endocrine	10020-101D2	ovary, adult, pool1	ovary, adult	State_224	tissue	47,75,84 	year	adult	female
Endocrine	10180-103C9	pituitary gland - adult, donor10196	pituitary gland, adult	State_225	tissue	60	year	adult	female
Endocrine	10162-103A9	pituitary gland, adult, donor10252	pituitary gland, adult	State_225	tissue	76	year	adult	female
Endocrine	10378-105G9	pituitary gland, adult, donor10258	pituitary gland, adult	State_225	tissue	89	year	adult	female
